2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.036944270507201005,0.028177833437695678,0.040075140889167186,0.04414527238572323,0.051972448340638695,0.029117094552285536,0.038196618659987476,0.030995616781465247,0.061991233562930494,0.057608015028177834,0.045084533500313086,0.04164057608015028,0.056355666875391355,0.07514088916718847,0.022229179711959923,0.040075140889167186,0.0,0.050093926111458985,0.04101440200375704,0.029743268628678772,0.04727614276768942,0.030995616781465247,0.03475266123982467,0.04226675015654352,0.024107701941139637
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0.02562519296079037,0.03179993825254708,0.03612225995677678,0.041062056190182154,0.06112997838839148,0.03396109910466193,0.06359987650509416,0.05372028403828342,0.12503859215807347,0.02562519296079037,0.035813522692188945,0.03396109910466193,0.03179993825254708,0.0,0.03859215807347947,0.041062056190182154,0.0,0.05742513121333745,0.05217659771534424,0.028712565606668725,0.02840382834208089,0.04167953071935783,0.04970669959864155,0.03426983636924977,0.028712565606668725
2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0.03672150411280846,0.036133960047003526,0.04200940070505288,0.0282021151586369,0.06374853113983549,0.04024676850763807,0.03789659224441833,0.0655111633372503,0.0,0.06110458284371328,0.04024676850763807,0.0373090481786134,0.10634547591069331,0.0,0.02702702702702703,0.0655111633372503,0.0,0.05052878965922444,0.055229142185663924,0.017038777908343124,0.052878965922444184,0.030258519388954172,0.05464159811985899,0.02438307873090482,0.02702702702702703
1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0.033620946146980066,0.03153823266884856,0.05772091639393038,0.037786373103243086,0.0419518000595061,0.035406129128235646,0.05385301993454329,0.1389467420410592,0.0,0.05385301993454329,0.050580184468908065,0.047604879500148765,0.0,0.0,0.03034811068134484,0.0419518000595061,0.0,0.04611722701576912,0.047604879500148765,0.02915798869384112,0.03272835465635228,0.06367152633144897,0.044034513537637605,0.05087771496578399,0.03064564117822077
2,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0.050778995960761686,0.05452971725331795,0.038949798038084245,0.038949798038084245,0.08597807270628967,0.04327755337564916,0.06924408540103866,0.0,0.0,0.1090594345066359,0.050778995960761686,0.05741488747836122,0.0,0.0,0.03231390652048471,0.04270051933064051,0.0,0.06462781304096941,0.045297172533179456,0.026255049047893827,0.05799192152336988,0.03519907674552799,0.04327755337564916,0.03231390652048471,0.021061742642815927
1,0,0,0,0,0,0,0,1,1,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0.03198104826769322,0.0180633698549008,0.029612081729345572,0.03316553153686704,0.35238377257921233,0.035830618892508145,0.034350014806040864,0.0,0.0,0.0,0.02576251110453065,0.03671898134438851,0.0,0.0,0.029612081729345572,0.03671898134438851,0.0,0.05478235119928931,0.07669529167900503,0.02280130293159609,0.03050044418122594,0.029908202546639027,0.04619484749777909,0.04501036422860527,0.029908202546639027
2,0,0,0,0,1,0,0,1,1,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0.04678920983528288,0.05896395321079016,0.04368584387682024,0.03389830508474576,0.0,0.07710670804487944,0.13081881117211744,0.0,0.0,0.0,0.05753163046073048,0.1301026497970876,0.0,0.0,0.0346144664597756,0.06278348054428265,0.0,0.04368584387682024,0.05299594175220816,0.0346144664597756,0.05227978037717832,0.03628550966817856,0.031272380042969686,0.032943423251372644,0.039627596084984486
1,0,0,0,0,1,0,2,1,1,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0.047927826332111644,0.04905553989286721,0.0848604454468565,0.03636876233436707,0.0,0.036650690724555963,0.0,0.0,0.0,0.0,0.042007330138144915,0.25232590921905834,0.0,0.0,0.027065125458133634,0.06484352974344516,0.0,0.06315195940231182,0.05384832252607838,0.032985621652100366,0.06287003101212292,0.04369890047927826,0.029038624189455877,0.044262757259656046,0.029038624189455877
2,0,0,0,0,1,0,2,1,1,2,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0.05495634309193631,0.062403697996918334,0.07190549563430919,0.062403697996918334,0.0,0.04340010272213662,0.0,0.0,0.0,0.0,0.09193631227529532,0.0,0.0,0.0,0.06368772470467386,0.1081150487930149,0.0,0.0485362095531587,0.0485362095531587,0.05136106831022085,0.1142783769902414,0.04185927067283,0.04596815613764766,0.04725218284540318,0.04340010272213662
1,0,0,0,0,1,0,2,1,1,2,0,1,2,2,0,0,1,0,0,0,2,0,0,0,0,0.04442508710801394,0.05981416957026713,0.0545876887340302,0.043263646922183506,0.0,0.03048780487804878,0.0,0.0,0.0,0.0,0.20876887340301975,0.0,0.0,0.0,0.05545876887340302,0.20876887340301975,0.0,0.047038327526132406,0.041811846689895474,0.04819976771196283,0.0,0.04065040650406504,0.05662020905923345,0.030197444831591175,0.029907084785133566
