1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.029547881808472766,0.02652189391242435,0.029903880384478464,0.04076183695265219,0.043965824136703455,0.022605909576361695,0.019935920256318976,0.0,0.03613385546457814,0.02723389106443574,0.032395870416518334,0.041295834816660736,0.09238163047347811,0.07102171591313634,0.039337842648629405,0.043965824136703455,0.0,0.13260946956212175,0.06888572445710217,0.030437878248487007,0.02741189035243859,0.032217871128515485,0.03844784620861517,0.03008187967248131,0.04289782840868637
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.022632311977715876,0.02802924791086351,0.06998607242339833,0.02663649025069638,0.02698467966573816,0.01793175487465181,0.02698467966573816,0.0,0.0524025069637883,0.031337047353760444,0.020891364902506964,0.02942200557103064,0.25330779944289694,0.0584958217270195,0.03586350974930362,0.039867688022284124,0.0,0.0,0.023676880222841225,0.030118384401114206,0.045612813370473536,0.03447075208913649,0.06511142061281337,0.02942200557103064,0.03081476323119777
1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0.026805082119615742,0.024171056709017664,0.03951038115897118,0.020142547257514718,0.03532692903625659,0.022311744654477845,0.024945770065075923,0.0,0.06430120855283546,0.07390765416795786,0.03703129841958475,0.033312674310505115,0.0,0.2993492407809111,0.040285094515029436,0.039975209172606135,0.0,0.0,0.028819336845367215,0.02293151533932445,0.036101642392314844,0.04121475054229935,0.041369693213511,0.017973349860551595,0.03021382088627208
2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0.012552301255230125,0.017890636271822247,0.018323474246140527,0.019477708844322608,0.04054249026114558,0.016736401673640166,0.02164189871591401,0.0,0.6231424036935507,0.02582599913432405,0.016447843024094647,0.016015005049776366,0.0,0.0,0.018612032895686047,0.02467176453614197,0.0,0.0,0.01890059154523157,0.016736401673640166,0.02438320588659645,0.02366180926273265,0.02279613331409609,0.010532390708411485,0.011109508007502525
1,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0.028010302640051513,0.02962009014810045,0.024361450955140588,0.02822494097445804,0.11998282893324748,0.023824855119124275,0.031229877656149388,0.0,0.0,0.10442154968877441,0.05730843528654218,0.021249195106245976,0.0,0.0,0.028546898476067825,0.15153466409100666,0.0,0.0,0.023824855119124275,0.022107748443872074,0.18244258424554624,0.043678901051727836,0.03895685769478429,0.018566215926164413,0.022107748443872074
2,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,2,1,0,0,1,0,0,0,0,0.013733393043737871,0.017465293327362293,0.015375429168532616,0.01865950141812211,0.039856695029108824,0.01940588147484699,0.01238990894163308,0.0,0.0,0.08687863860277653,0.022689953724436482,0.03403493058665472,0.0,0.0,0.019853709508881923,0.6109867144349903,0.0,0.0,0.013733393043737871,0.011195700850873265,0.0,0.01328556500970294,0.015972533213912524,0.014629049111807733,0.019853709508881923
1,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,2,2,1,0,0,1,0,0,0,0,0.04256489221293445,0.026066871975362955,0.049164100307963046,0.05136383633963924,0.12560492740871096,0.046854377474703036,0.049164100307963046,0.0,0.0,0.12329520457545094,0.07622085349758029,0.04432468103827541,0.0,0.0,0.03618565772107347,0.0,0.0,0.0,0.05180378354597448,0.05356357237131544,0.0,0.062362516498020236,0.06566212054553454,0.049164100307963046,0.04663440387153542
2,0,0,0,0,1,0,0,1,2,0,0,0,2,1,0,2,2,1,0,0,1,0,0,0,0,0.007979156489171144,0.01058459534277805,0.006839276990718124,0.006350757205666829,0.0,0.009770395701025891,0.008304836345872008,0.0,0.0,0.870542256961407,0.006350757205666829,0.005699397492265104,0.0,0.0,0.010421755414427619,0.0,0.0,0.0,0.011398794984530208,0.00960755577267546,0.0,0.01058459534277805,0.009770395701025891,0.00749063670411985,0.008304836345872008
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242,0.0344,0.0358,0.0276,0.056,0.043,0.0486,0.0334,0.0674,0.0408,0.0378,0.0458,0.0548,0.0418,0.025,0.0314,0.0664,0.0436,0.0322,0.026,0.0366,0.045,0.0458,0.03,0.0266
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04291604197901049,0.031671664167916044,0.028673163418290855,0.046476761619190406,0.0472263868065967,0.030547226386806597,0.02942278860569715,0.03860569715142429,0.0,0.025299850074962518,0.035794602698650674,0.046101949025487254,0.0661544227886057,0.05247376311844078,0.046476761619190406,0.035794602698650674,0.06278110944527736,0.06315592203898052,0.03691904047976012,0.02567466266866567,0.05416041979010495,0.04291604197901049,0.061094452773613195,0.02717391304347826,0.022488755622188907
